189.497000,492.476000,213.646000,481.793000,235.890000,476.370000,251.498000,481.502000,268.818000,477.809000,290.773000,485.968000,310.793000,497.302000,289.942000,512.681000,268.212000,519.259000,249.650000,520.190000,232.366000,517.834000,211.169000,509.761000,199.839000,493.394000,235.011000,493.443000,251.173000,495.385000,268.725000,494.490000,300.331000,497.915000,268.400000,495.365000,250.634000,496.508000,234.448000,494.274000
263.100000,630.064000,292.296000,619.176000,319.093000,611.943000,339.208000,618.184000,361.923000,612.458000,390.077000,619.401000,416.563000,628.943000,390.029000,652.383000,362.756000,661.341000,338.475000,663.592000,316.323000,660.821000,290.334000,651.281000,276.669000,632.181000,317.914000,631.439000,338.843000,634.150000,361.936000,631.506000,404.293000,631.351000,360.832000,633.307000,337.697000,635.955000,316.566000,632.953000
255.679000,635.702000,289.005000,623.448000,318.803000,616.706000,340.910000,623.037000,364.860000,616.314000,396.783000,622.628000,427.384000,631.732000,396.901000,660.102000,365.382000,671.610000,339.494000,674.414000,315.194000,671.793000,285.825000,660.775000,269.770000,638.262000,317.984000,639.425000,340.975000,641.686000,365.384000,638.561000,414.073000,635.354000,363.493000,640.509000,338.874000,643.384000,315.755000,640.946000
246.169000,592.571000,282.788000,586.617000,315.788000,581.994000,339.343000,588.377000,365.101000,582.482000,399.283000,587.334000,433.400000,591.083000,399.351000,624.274000,366.412000,637.784000,338.843000,641.201000,313.457000,638.546000,280.466000,624.634000,260.947000,595.855000,315.428000,603.026000,339.508000,605.997000,365.776000,602.284000,418.658000,595.419000,364.487000,605.983000,338.296000,609.757000,313.910000,606.961000
212.056000,593.820000,248.432000,588.776000,280.747000,585.504000,304.161000,592.171000,331.031000,586.507000,362.495000,591.767000,393.655000,597.339000,361.645000,623.602000,330.483000,635.907000,302.161000,638.664000,276.423000,635.491000,244.872000,622.376000,225.636000,597.146000,279.506000,603.980000,303.724000,607.626000,331.012000,604.448000,379.956000,600.294000,329.803000,605.957000,302.546000,609.052000,278.094000,605.633000
225.614000,586.720000,264.405000,585.351000,297.487000,584.488000,319.623000,590.738000,345.259000,585.150000,378.257000,587.569000,412.861000,588.745000,377.868000,616.311000,345.742000,629.041000,318.935000,631.893000,294.578000,628.636000,262.377000,616.173000,239.086000,590.705000,296.848000,602.425000,319.813000,605.816000,345.802000,602.176000,399.353000,592.449000,345.023000,599.924000,319.000000,603.222000,295.966000,600.057000
238.110000,591.852000,274.915000,587.865000,307.836000,585.348000,330.044000,591.503000,355.069000,584.912000,389.089000,587.055000,423.367000,587.789000,389.691000,619.774000,356.236000,633.492000,329.326000,636.639000,304.644000,633.622000,272.420000,619.946000,253.256000,595.707000,306.331000,604.017000,329.812000,606.990000,355.127000,603.241000,410.891000,592.627000,353.674000,604.119000,328.111000,607.500000,304.451000,604.556000
226.526000,627.070000,260.765000,624.673000,290.077000,622.652000,309.719000,628.984000,332.585000,623.276000,364.645000,626.847000,397.846000,629.073000,365.038000,659.673000,333.657000,672.163000,309.152000,674.000000,286.973000,670.753000,257.813000,656.771000,239.826000,631.397000,288.816000,639.989000,309.379000,643.278000,332.529000,640.596000,385.280000,632.822000,331.471000,644.023000,308.098000,646.018000,287.195000,642.286000
229.057000,604.639000,262.047000,595.878000,291.435000,588.741000,311.242000,595.178000,332.620000,589.922000,363.226000,597.093000,394.343000,604.382000,362.989000,632.288000,333.474000,642.123000,310.555000,644.100000,288.938000,641.585000,260.131000,630.867000,243.400000,607.277000,290.815000,609.832000,311.171000,612.393000,333.003000,610.153000,380.181000,607.263000,331.643000,611.707000,309.929000,613.867000,289.472000,611.285000
253.511000,667.350000,290.102000,664.974000,325.309000,662.836000,346.463000,668.558000,371.691000,662.641000,406.950000,664.307000,442.386000,667.328000,408.951000,697.200000,374.383000,712.851000,347.357000,715.356000,323.494000,712.065000,289.269000,696.660000,268.239000,671.265000,324.709000,680.018000,346.833000,682.496000,372.519000,679.156000,428.729000,672.005000,372.317000,681.399000,346.559000,683.747000,324.523000,680.371000
269.542000,673.052000,303.346000,653.973000,341.057000,645.577000,366.753000,653.726000,397.295000,647.779000,433.327000,660.839000,461.474000,682.075000,431.882000,710.943000,395.787000,725.888000,363.049000,727.774000,333.731000,722.951000,299.039000,705.455000,285.013000,675.210000,339.109000,673.487000,365.928000,676.810000,396.884000,675.833000,446.510000,683.524000,396.231000,682.377000,364.898000,683.821000,338.121000,679.276000
