89.471700,335.491000,89.553800,379.472000,94.427200,423.198000,102.460000,465.330000,117.127000,503.820000,141.505000,536.791000,172.729000,563.142000,207.548000,583.913000,248.045000,590.658000,288.581000,586.972000,324.532000,567.464000,356.959000,543.244000,382.266000,512.765000,398.246000,476.282000,408.101000,436.774000,414.817000,395.772000,417.569000,354.596000,115.866000,284.495000,139.520000,268.336000,169.679000,265.466000,199.106000,271.882000,225.849000,284.687000,293.852000,287.649000,322.507000,277.867000,350.987000,275.135000,377.582000,280.704000,395.742000,298.322000
122.286000,400.962000,124.021000,461.251000,133.349000,520.585000,147.947000,578.619000,171.439000,634.542000,206.510000,683.662000,246.404000,724.449000,291.319000,754.610000,340.766000,761.848000,389.682000,753.044000,432.305000,721.982000,471.681000,680.350000,504.146000,631.202000,526.397000,574.965000,538.604000,514.769000,545.707000,453.046000,548.003000,389.609000,158.649000,380.996000,183.126000,351.918000,221.847000,342.139000,262.327000,346.179000,299.224000,357.851000,371.587000,352.483000,408.585000,337.106000,445.980000,330.853000,482.947000,338.618000,508.304000,363.895000
106.483000,404.059000,109.089000,466.556000,119.166000,527.256000,134.845000,586.510000,158.735000,641.817000,195.741000,690.599000,239.301000,729.621000,288.580000,760.003000,344.284000,766.943000,401.319000,757.006000,451.928000,722.695000,498.274000,678.565000,533.716000,626.964000,555.772000,568.023000,566.124000,505.976000,571.407000,441.803000,571.682000,377.006000,141.493000,347.144000,171.169000,321.956000,209.835000,314.599000,249.376000,319.784000,285.730000,332.237000,382.298000,324.993000,419.092000,308.043000,455.627000,300.855000,491.838000,305.196000,520.836000,326.449000
95.098100,342.973000,98.196100,409.558000,108.756000,475.849000,124.724000,541.514000,151.432000,602.899000,191.949000,657.571000,237.493000,703.577000,289.423000,739.046000,346.380000,746.733000,400.302000,735.195000,449.844000,698.860000,493.822000,655.045000,528.686000,604.619000,551.487000,546.663000,565.043000,483.229000,575.048000,418.324000,581.291000,351.475000,131.643000,302.299000,162.429000,275.738000,203.126000,269.026000,245.909000,276.170000,286.149000,292.398000,387.379000,289.956000,429.589000,270.975000,471.173000,263.767000,511.197000,269.691000,540.605000,292.501000
87.402200,384.941000,90.533800,444.388000,98.638100,502.977000,110.022000,560.238000,132.355000,613.033000,167.976000,659.370000,209.266000,698.936000,254.855000,728.156000,304.259000,734.143000,352.342000,724.169000,397.479000,692.935000,438.429000,655.500000,472.416000,611.542000,495.421000,559.683000,509.260000,503.420000,519.200000,446.335000,524.296000,387.351000,117.429000,348.785000,149.084000,327.164000,190.835000,324.420000,232.067000,333.122000,270.526000,349.695000,346.156000,349.941000,385.626000,334.286000,425.370000,327.984000,465.622000,332.434000,495.565000,353.883000
92.236900,389.881000,94.262500,447.387000,102.447000,505.130000,116.087000,561.192000,140.398000,610.336000,177.777000,654.538000,222.462000,692.293000,270.434000,722.371000,324.306000,728.628000,376.875000,719.998000,422.689000,689.292000,463.752000,653.842000,497.036000,610.940000,519.281000,561.534000,532.370000,508.064000,539.762000,453.465000,542.246000,397.935000,134.722000,338.161000,167.277000,316.131000,208.555000,311.508000,249.405000,320.055000,285.685000,339.385000,355.380000,338.294000,394.081000,320.829000,434.933000,314.462000,474.801000,321.471000,502.805000,346.205000
75.970500,360.405000,79.883700,424.214000,91.154900,484.893000,108.363000,543.699000,134.282000,599.274000,174.345000,648.689000,223.108000,689.677000,275.969000,722.374000,333.716000,730.408000,389.236000,720.511000,436.130000,686.629000,479.773000,644.188000,516.950000,592.803000,542.013000,533.838000,554.493000,470.069000,561.912000,402.639000,564.910000,332.378000,117.326000,331.105000,145.276000,303.023000,185.563000,292.762000,229.013000,295.885000,270.332000,306.522000,373.982000,294.060000,413.630000,275.234000,452.123000,265.758000,490.972000,269.968000,521.028000,291.358000
103.728000,416.132000,102.696000,474.305000,108.689000,531.829000,120.986000,586.488000,141.784000,636.567000,174.379000,681.221000,214.583000,719.760000,259.651000,752.001000,310.658000,761.040000,362.520000,752.689000,409.435000,722.195000,454.511000,682.366000,492.584000,634.509000,518.560000,577.525000,532.162000,516.710000,539.865000,454.892000,542.640000,391.597000,129.840000,366.218000,160.589000,346.592000,200.668000,345.274000,240.112000,353.891000,274.607000,369.316000,350.144000,364.995000,390.667000,347.374000,432.258000,338.916000,472.993000,344.955000,502.957000,367.575000
83.247900,350.414000,84.255200,412.318000,92.243800,474.215000,106.004000,535.459000,130.030000,594.588000,167.844000,647.592000,211.034000,692.300000,261.112000,727.259000,315.967000,735.759000,369.322000,724.362000,417.603000,689.602000,462.143000,646.241000,497.649000,596.930000,521.307000,540.255000,535.057000,479.196000,544.036000,417.606000,548.685000,354.609000,121.744000,323.170000,150.992000,297.815000,191.945000,292.139000,234.976000,300.430000,274.058000,317.329000,348.252000,315.969000,390.458000,298.484000,432.835000,291.132000,474.197000,297.711000,503.305000,321.623000
101.045000,430.648000,103.623000,492.821000,113.717000,555.170000,127.262000,614.612000,151.498000,672.158000,189.531000,723.954000,238.422000,767.543000,289.480000,803.129000,346.444000,815.297000,401.649000,806.916000,451.288000,774.998000,497.046000,735.850000,538.318000,688.722000,565.398000,635.154000,579.224000,576.180000,587.058000,513.436000,589.288000,446.227000,137.363000,423.516000,172.094000,415.680000,208.091000,416.382000,242.015000,422.435000,278.196000,427.955000,409.462000,424.898000,450.083000,415.737000,484.373000,409.004000,520.069000,409.371000,550.814000,420.563000
127.940000,438.460000,126.620000,502.714000,132.544000,568.065000,142.815000,630.576000,164.741000,690.483000,200.877000,744.499000,249.363000,789.711000,299.986000,823.710000,360.011000,835.505000,421.468000,827.078000,476.651000,793.726000,525.623000,751.578000,565.776000,702.844000,590.443000,646.053000,603.452000,586.696000,612.358000,524.735000,613.692000,460.545000,169.534000,412.885000,205.133000,405.555000,240.582000,406.744000,272.827000,413.331000,308.497000,417.777000,447.066000,424.516000,487.061000,422.565000,519.863000,419.579000,552.811000,422.968000,579.733000,436.837000
80.646500,356.062000,81.636800,401.981000,88.541500,446.326000,100.992000,490.805000,121.303000,532.419000,152.840000,569.758000,189.894000,600.355000,227.583000,623.576000,268.262000,628.605000,309.236000,622.187000,346.148000,598.170000,381.763000,569.928000,411.936000,534.623000,433.089000,492.922000,446.200000,447.102000,453.901000,400.219000,457.220000,353.465000,116.539000,300.546000,142.437000,282.751000,174.580000,278.241000,206.527000,282.903000,235.395000,293.979000,305.001000,293.002000,333.475000,282.845000,361.814000,279.625000,390.078000,283.955000,414.127000,299.643000
123.891000,498.277000,126.161000,556.956000,135.429000,615.144000,151.903000,672.368000,176.585000,724.652000,212.823000,772.790000,255.339000,815.137000,304.042000,849.536000,360.439000,856.291000,416.190000,843.403000,464.102000,805.135000,508.348000,759.602000,542.805000,708.577000,565.186000,651.059000,577.124000,589.953000,581.308000,529.590000,580.857000,468.332000,144.101000,423.405000,166.957000,395.979000,203.116000,385.396000,243.859000,390.468000,281.399000,407.417000,366.665000,403.727000,408.204000,382.828000,452.434000,375.758000,494.372000,386.382000,523.088000,413.093000
